title,people,genre,release_date
The Longest Ride,"actor: Alan Alda, actor: Amy Parrish, actor: Barry J. Ratcliffe, actor: Ben Jarvis Dumas, actor: Britt Robertson, actor: Danny Vinson, actor: Elea Oberon, actor: Evan Taylor Burns, actor: Hayley Lovitt, actor: Hunter Burke, actor: Jack Huston, actor: Jaret Sears, actor: Kate Forbes, actor: Lolita Davidovich, actor: Melissa Benoist, actor: Oona Chaplin, actor: Scott Eastwood, actor: Tiago Riani, actor: Tracey Bonner, composer: Mark Isham, director: David Tattersall, director: George Tillman, Jr.","{'genres: Romance', 'genres: Drama'}",2015-04-09
The Astronaut's Wife,"actor: Ben Van Bergen, actor: Blair Brown, actor: Buck Holland, actor: Carl Burrows, actor: Charles Lanyer, actor: Charlize Theron, actor: Clea DuVall, actor: Cole Sprouse, actor: Conrad Bachmann, actor: Donna Murphy, actor: Dylan Sprouse, actor: Edward Kerr, actor: Ellen Lancaster, actor: Elston Ridgle, actor: Gary Carlos Cervantes, actor: Gary Grubbs, actor: Jennifer Burry, actor: Joe Morton, actor: Johnny Depp, actor: Julian Barnes, actor: Linda Powell, actor: Lucy Lin, actor: Michael Crider, actor: Michael Luceri, actor: Nick Cassavetes, actor: Priscilla Shanks, actor: Robert Sella, actor: Rondi Reed, actor: Samantha Carpel, actor: Samantha Eggar, actor: Sarah Dampf, actor: Seth Barrish, actor: Stephen Berger, actor: Susan Cella, actor: Tom Noonan, actor: Tom O'Brien, composer: George S. Clinton, director: Allen Daviau, director: Rand Ravich","{'genres: Thriller', 'genres: Science Fiction', 'genres: Drama'}",1999-08-26
I Dreamed of Africa,"actor: Daniel Craig, actor: Eva Marie Saint, actor: Kim Basinger, actor: Lance Reddick, actor: Liam Aiken, actor: Nick Boraine, actor: Stephen Jennings, actor: Vincent Pérez, director: Hugh Hudson","{'genres: Romance', 'genres: Adventure', 'genres: Drama'}",2000-05-05
Playing for Keeps,"actor: Abella Wyss, actor: Aidan Potter, actor: Catherine Zeta-Jones, actor: Cindy Creekmore, actor: Dennis Quaid, actor: Emily Somers, actor: Gerard Butler, actor: Grant Collins, actor: Grant Goodman, actor: Iqbal Theba, actor: James Tupper, actor: Jason George, actor: Jessica Biel, actor: Jon Mack, actor: Judy Greer, actor: Katia Gomez, actor: Marlena Lerner, actor: Nicky Buggs, actor: Noah Lomax, actor: Sean O'Bryan, actor: Uma Thurman, director: Gabriele Muccino, director: Peter Menzies Jr., writer: Robbie Fox","{'genres: Romance', 'genres: Comedy'}",2012-11-29
Mandela: Long Walk to Freedom,"actor: David Butler, actor: Deon Lotz, actor: Fana Mokoena, actor: Gys de Villiers, actor: Idris Elba, actor: Jamie Bartlett, actor: Lindiwe Matshikiza, actor: Naomie Harris, actor: Riaad Moosa, actor: Robert Hobbs, actor: Simo Mogwaza, actor: Terry Pheto, actor: Thapelo Mokoena, actor: Tony Kgoroge, actor: Zolani Mkiva, composer: Alex Heffes, director: Justin Chadwick, director: Lol Crawley","{'genres: History', 'genres: Drama'}",2013-12-06
Reds,"actor: Bessie Love, actor: Brenda Currin, actor: Dave King, actor: Diane Keaton, actor: Dolph Sweet, actor: Edward Herrmann, actor: Eleanor D. Wilson, actor: Gene Hackman, actor: George Plimpton, actor: Gerald Hiken, actor: Harry Ditson, actor: Henry Miller, actor: Ian Wolfe, actor: Jack Nicholson, actor: Jack O'Leary, actor: Jerry Hardin, actor: Jerzy Kosinski, actor: Joseph Buloff, actor: Kathryn Grody, actor: Leigh Curran, actor: M. Emmet Walsh, actor: MacIntyre Dixon, actor: Maureen Stapleton, actor: Max Wright, actor: Miriam Margolyes, actor: Nancy Duiguid, actor: Nicolas Coster, actor: Norman Chancer, actor: Pat Starr, actor: Paul Sorvino, actor: R. G. Armstrong, actor: Ramon Bieri, actor: Shane Rimmer, actor: Stefan Gryff, actor: Warren Beatty, actor: William Daniels, composer: Stephen Sondheim, director: Vittorio Storaro, director: Warren Beatty, writer: Trevor Griffiths, writer: Warren Beatty","{'genres: History', 'genres: Drama'}",1981-12-25
A Few Good Men,"actor: Christopher Guest, actor: Cuba Gooding Jr., actor: Demi Moore, actor: J. T. Walsh, actor: J.A. Preston, actor: Jack Nicholson, actor: James Marshall, actor: John M. Jackson, actor: Kevin Bacon, actor: Kevin Pollak, actor: Kiefer Sutherland, actor: Matt Craven, actor: Noah Wyle, actor: Tom Cruise, actor: Wolfgang Bodison, actor: Xander Berkeley, director: Frank Capra III, director: Gary B. Kibbe, director: Matthew H. Rowland, director: Rob Reiner, director: Robert Richardson",{'genres: Drama'},1992-12-11
Exit Wounds,"actor: Anthony Anderson, actor: Bill Duke, actor: Bruce McGill, actor: Christopher Lawford, actor: DMX, actor: Daniel Kash, actor: David Vadim, actor: Dean Mckenzie, actor: Drag-On, actor: Eva Mendes, actor: Gregory Vitale, actor: Isaiah Washington, actor: Jennifer Irwin, actor: Jill Hennessy, actor: John Ralston, actor: Matthew G. Taylor, actor: Michael Jai White, actor: Naomi Gaskin, actor: Noah Danby, actor: Paolo Mastropietro, actor: Quancetia Hamilton, actor: Rick Demas, actor: Rothaford Gray, actor: Shane Daly, actor: Shawn Lawrence, actor: Steven Seagal, actor: Tom Arnold, composer: Damon 'Grease' Blackman, composer: Jeff Rona, director: Andrzej Bartkowiak, director: Glen MacPherson, director: Michael Zenon","{'genres: Thriller', 'genres: Crime', 'genres: Action'}",2001-03-13
Big Momma's House,"actor: Jascha Washington, actor: Martin Lawrence, actor: Nia Long, actor: Octavia Spencer, actor: Paul Giamatti, actor: Terrence Howard, composer: Richard Gibbs, director: Michael D. O'Shea, director: Raja Gosnell","{'genres: Crime', 'genres: Comedy'}",2000-05-31
Thunder and the House of Magic,"actor: Bill Parks, actor: Brianne Siddall, actor: Cinda Adams, actor: Doug Stone, actor: Elisa Gabrielli, actor: Ella Rouhier, actor: Frank Welker, actor: Grant George, actor: Grey Griffin, actor: Isabella Tatone, actor: Jim Ward, actor: Joe Ochman, actor: Joey Camen, actor: Keegan Thomas, actor: Kyle Hebert, actor: Lani Minella, actor: Noah Ray Strauss, actor: Robin Atkin Downes, actor: Roxanne Reese, actor: Sage Sommer, actor: Shanelle Workman, actor: Susanne Blakeslee, director: Ben Stassen, director: Jeremy Degruson","{'genres: Family', 'genres: Animation', 'genres: Fantasy', 'genres: Adventure'}",2013-12-24
The Darkest Hour,"actor: Aleksandr Chernykh, actor: Anna Roudakova, actor: Artur Smolyaninov, actor: Dato Bakhtadze, actor: Emile Hirsch, actor: Georgiy Gromov, actor: Ivan Gromov, actor: Joel Kinnaman, actor: Max Minghella, actor: Nikolay Efremov, actor: Olivia Thirlby, actor: Pyotr Fyodorov, actor: Rachael Taylor, actor: Veronika Ozerova, actor: Yuriy Kutsenko, cinematographer: Eric Leach, director: Chris Gorak, director: Ricky Eyres, director: Scott Kevan, writer: Jon Spaihts","{'genres: Horror', 'genres: Science Fiction', 'genres: Thriller', 'genres: Action'}",2011-12-22
Step Up Revolution,"actor: Adam G. Sevani, actor: Angeline Appel, actor: Celestina, actor: Cleopatra Coleman, actor: Jessica Guadix, actor: Kathryn McCormick, actor: Megan Boone, actor: Peter Gallagher, actor: Ryan Guzman, actor: Stephen Boss, actor: Tommy Dewey, actor: Zoe Aggeliki, director: Scott Speer","{'genres: Romance', 'genres: Music', 'genres: Drama'}",2012-07-26
Snakes on a Plane,"actor: Bobby Cannavale, actor: Bruce James, actor: Casey Dubois, actor: Crystal Lowe, actor: David Koechner, actor: Elsa Pataky, actor: Emily Holmes, actor: Flex Alexander, actor: Gerard Plunkett, actor: Julianna Margulies, actor: Keith Dallas, actor: Kenan Thompson, actor: Lin Shaye, actor: Mark Houghton, actor: Nathan Phillips, actor: Rachel Blanchard, actor: Samuel L. Jackson, actor: Sunny Mabrey, actor: Terry Chen, composer: Trevor Rabin, director: Adam Greenberg, director: David R. Ellis","{'genres: Horror', 'genres: Crime', 'genres: Thriller', 'genres: Action'}",2006-08-06
The Watcher,"actor: Andrew Rothenberg, actor: Chris Ellis, actor: David Pasquesi, actor: Ernie Hudson, actor: Gina Alexander, actor: James Spader, actor: Jenny McShane, actor: Jill Peterson, actor: Joseph Sikora, actor: Keanu Reeves, actor: Marisa Tomei, actor: Michele DiMaso, actor: Rebekah Louise Smith, actor: Robert Cicchini, actor: Yvonne Niami, director: Joe Charbanic, director: Michael Chapman","{'genres: Thriller', 'genres: Mystery'}",2000-09-08
The Punisher,"actor: A. Russell Andrews, actor: Alan Lilly, actor: Antoni Corone, actor: Ben Foster, actor: Bonnie Johnson, actor: Carleth Keys, actor: Eddie Jemison, actor: Jack Swanson, actor: James Carpinello, actor: Jim Meskimen, actor: John Pinette, actor: John Travolta, actor: Kevin Nash, actor: Laura Harring, actor: Marc Macaulay, actor: Marco St. John, actor: Marcus Johns, actor: Mark Collie, actor: Michael Reardon, actor: Omar Avila, actor: Rebecca Romijn, actor: Rick Elmhurst, actor: Roy Scheider, actor: Russell Durham Comegys, actor: Samantha Mathis, actor: Sonny Surowiec, actor: Steve Raulerson, actor: Terry Loughlin, actor: Thomas Jane, actor: Tom Nowicki, actor: Veryl Jones, actor: Will Patton, actor: William Haze, director: Conrad W. Hall, director: David Sardi, director: Jonathan Hensleigh, director: Jonathan Short, director: Richard Oswald, writer: Jonathan Hensleigh, writer: Michael France","{'genres: Crime', 'genres: Action', 'genres: Drama'}",2004-04-15
Goal!: The Dream Begins,"actor: Alessandro Nivola, actor: Anna Friel, actor: Emma Field-Rayner, actor: Frances Barber, actor: Gary Lewis, actor: Kate Tomlinson, actor: Kevin Knapman, actor: Kieran O'Brien, actor: Kuno Becker, actor: Marcel Iureș, actor: Miriam Colón, actor: Nicholas Lumley, actor: Sean Pertwee, actor: Stephen Dillane, actor: Stephen Graham, actor: Tony Plana, actor: Zachary Johnson, composer: Graeme Revell, director: Danny Cannon, director: Michael Barrett",{'genres: Drama'},2005-06-06
Safe,"actor: Anson Mount, actor: Barry Bradford, actor: Catherine Chan, actor: Chris Sarandon, actor: Elissa Middleton, actor: Igor Jijikine, actor: Jack Gwaltney, actor: James Hong, actor: Jason Statham, actor: Jay Giannone, actor: Joseph Sikora, actor: Laurence Covington, actor: Matt O'Toole, actor: Reggie Lee, actor: Robert John Burke, composer: Mark Mothersbaugh, director: Boaz Yakin, director: Stefan Czapsky, writer: Boaz Yakin","{'genres: Thriller', 'genres: Crime', 'genres: Action'}",2012-04-16
Pushing Tin,"actor: Angelina Jolie, actor: Billy Bob Thornton, actor: Cate Blanchett, actor: Gene Dinovi, actor: John Cusack, composer: Anne Dudley, composer: Chris Seefried, director: Gale Tattersall, director: Mike Newell","{'genres: Drama', 'genres: Comedy'}",1999-04-23
Return of the Jedi,"actor: Adam Bareham, actor: Alan Bennett, actor: Alec Guinness, actor: Alisa Berk, actor: Andrew Herd, actor: Annie Arbogast, actor: Anthony Daniels, actor: April Perkins, actor: Barbara O'Laughlin, actor: Barrie Holland, actor: Bill Kipsang Rotich, actor: Billy Dee Williams, actor: Bobby Bell, actor: Brian Orenstein, actor: Brian Wheeler, actor: Butch Wilhelm, actor: Carol Read, actor: Carole Morris, actor: Caroline Blakiston, actor: Carrie Fisher, actor: Celia Fushille-Burke, actor: Chris Nunn, actor: Chris Romano, actor: Claire Davenport, actor: Dalyn Chew, actor: Daniel Frishman, actor: Danielle Rodgers, actor: Danny Blackner, actor: David Alan Barclay, actor: David Gonzales, actor: David Prowse, actor: Dean Shackelford, actor: Debbie Dixon, actor: Debbie Lee Carrington, actor: Deep Roy, actor: Denis Lawson, actor: Dermot Crowley, actor: Diana Reynolds, actor: Eileen Baker, actor: Erik Bauersfeld, actor: Felix Silla, actor: Femi Taylor, actor: Frank Oz, actor: Gerald Home, actor: Gerald Staddon, actor: Glynn Jones, actor: Harrell Parker Jr., actor: Harrison Ford, actor: Hugh Spight, actor: Ian McDiarmid, actor: J.J. Jackson, actor: Jack Purvis, actor: James Earl Jones, actor: Jane Busby, actor: Jean D'Agostino, actor: Jennifer Jaffe, actor: Jeremy Bulloch, actor: John Cumming, actor: John Ghavan, actor: John Lummiss, actor: John Pedrick, actor: Jonathan Oliver, actor: Josephine Staddon, actor: Karen Lay, actor: Katie Purvis, actor: Kendra Wall, actor: Kenneth Colley, actor: Kenny Baker, actor: Kevin Thompson, actor: Kiran Shah, actor: Larry Ward, actor: Lars Green, actor: Linda Bowley, actor: Linda Spriggs, actor: Luis De Jesus, actor: Lydia Green, actor: Malcolm Dixon, actor: Margarita Fernández, actor: Margo Apostolos, actor: Mark Dodson, actor: Mark Hamill, actor: Maureen Charlton, actor: Mercedes Ngoh, actor: Michael Carter, actor: Michael Gilden, actor: Michael Henbury Ballan, actor: Michael McCormick, actor: Michael Pennington, actor: Mike Cottrell, actor: Mike Edmonds, actor: Mike Quinn, actor: Nancy MacLean, actor: Nicholas Read, actor: Nicki Reade, actor: Pam Grizz, actor: Pamela Betts, actor: Patty Bell, actor: Paul Grant, actor: Peter Burroughs, actor: Peter Mandell, actor: Peter Mayhew, actor: Peter Roy, actor: Phil Fondacaro, actor: Phil Herbert, actor: Phil Tippett, actor: Pip Miller, actor: Ray Armstrong, actor: Richard Bonehill, actor: Richard Jones, actor: Richard Robinson, actor: Ronnie Phillips, actor: Sadie Corre, actor: Sal Fondacaro, actor: Sarah Bennett, actor: Sean Crawford, actor: Sebastian Shaw, actor: Simon J. Williamson, actor: Stacie Nichols, actor: Swee Lim, actor: Tim Dry, actor: Tim Rose, actor: Toby Philpott, actor: Tom Mannion, actor: Tony Cox, actor: Tony Friel, actor: Trevor Jones, actor: Warwick Davis, actor: Willie Coppen, composer: John Williams, director: Richard Marquand","{'genres: Action', 'genres: Science Fiction', 'genres: Adventure'}",1983-05-23
Doomsday,"actor: Adeola Ariyo, actor: Adrian Lester, actor: Alessia Ramazzotti, actor: Alexander Siddig, actor: Amy Barnes, actor: Axelle Carolyn, actor: Az Abrahams, actor: Benedict Carver, actor: Bob Hoskins, actor: Cal Macaninch, actor: Caryn Peterson, actor: Cecil Carter, actor: Chris Robson, actor: Chris Wilson, actor: Christine Tomlinson, actor: Cokey Falkow, actor: Craig Conway, actor: DTeflon, actor: Daniel Read, actor: Darren Morfitt, actor: David O'Hara, actor: Dermot Brogan, actor: Eloise Cupido, actor: Emma Cleasby, actor: Garry George, actor: George Bailey, actor: Henie Bosman, actor: Jason Cope, actor: Jeremy Crutchley, actor: John Carson, actor: Karl Thaning, actor: Kate-Lynn Hocking, actor: Lee-Anne Liebenberg, actor: Leslie Simpson, actor: Lily Anderson, actor: Malcolm McDowell, actor: Martin Ball, actor: Martin Compston, actor: MyAnna Buring, actor: Nathalie Boltt, actor: Nathan Wheatley, actor: Nicholas Pauling, actor: Nora-Jane Noone, actor: Paul Hyett, actor: Porteus Xandau, actor: Rhona Mitra, actor: Riaz Solker, actor: Rick Warden, actor: Ryan Kruger, actor: Sean Pertwee, actor: Shaamilla Noordien, actor: Stephen Hughes, actor: Susan Danford, actor: Tom Fairfoot, actor: Tyrell Kemlo, actor: Vernon Willemse, cinematographer: Giulio Biccari, cinematographer: Peter Field, composer: Tyler Bates, director: Gurel Mehmet, director: Julia Dehoff, director: Melloney Cunnell, director: Neil Marshall, director: Sam McCurdy, director: Steve Carter, writer: Neil Marshall","{'genres: Thriller', 'genres: Science Fiction', 'genres: Action'}",2008-03-14
The Reader,"actor: Alexandra Maria Lara, actor: Bruno Ganz, actor: Burghart Klaußner, actor: Carmen-Maja Antoni, actor: David Kross, actor: Fabian Busch, actor: Florian Bartholomäi, actor: Hannah Herzsprung, actor: Heike Hanold-Lynch, actor: Jeanette Hain, actor: Jürgen Tarrach, actor: Karoline Herfurth, actor: Kate Winslet, actor: Kirsten Block, actor: Lena Olin, actor: Margarita Broich, actor: Marie Gruber, actor: Martin Brambach, actor: Matthias Habich, actor: Moritz Grove, actor: Ralph Fiennes, actor: Susanne Lothar, actor: Sylvester Groth, actor: Vijessna Ferkic, actor: Volker Bruch, composer: Nico Muhly, director: Chris Menges, director: Christian M. Goldbeck, director: Roger Deakins, director: Stephen Daldry","{'genres: Romance', 'genres: Drama'}",2008-12-10
Wanderlust,"actor: Alan Alda, actor: David Wain, actor: Ian Patrick, actor: Jennifer Aniston, actor: Jessica St. Clair, actor: Joe Lo Truglio, actor: John D'Leo, actor: Jordan Peele, actor: Juan Piedrahita, actor: Juana Samayoa, actor: Justin Theroux, actor: Kathryn Hahn, actor: Keegan-Michael Key, actor: Ken Marino, actor: Kerri Kenney-Silver, actor: Lauren Ambrose, actor: Linda Lavin, actor: Malin Åkerman, actor: Martin Thompson, actor: Mather Zickel, actor: Michael Ian Black, actor: Michael Showalter, actor: Michaela Watkins, actor: Nina Hellman, actor: Patricia French, actor: Paul Rudd, actor: Peter Salett, actor: Ray Liotta, actor: Richard Allan Jones, actor: Todd Barry, actor: Zandy Hartig, composer: Craig Wedren, director: David Wain, director: Michael Bonvillain, writer: David Wain, writer: Ken Marino",{'genres: Comedy'},2012-02-23
Elf,"actor: Amy Sedaris, actor: Andy Richter, actor: Artie Lange, actor: Bob Newhart, actor: Claire Lautier, actor: Daniel Tay, actor: Ed Asner, actor: Faizon Love, actor: James Caan, actor: Jon Favreau, actor: Kyle Gass, actor: Leon Redbone, actor: Mark Acheson, actor: Mary Steenburgen, actor: Matt Walsh, actor: Michael Lerner, actor: Patrick Ferrell, actor: Peter Billingsley, actor: Peter Dinklage, actor: Ray Harryhausen, actor: Ted Friend, actor: Will Ferrell, actor: Zooey Deschanel, composer: John Debney, director: Greg Gardiner, director: Jon Favreau","{'genres: Family', 'genres: Fantasy', 'genres: Comedy'}",2003-10-09
Phenomenon,"actor: Ashley Buccille, actor: Brent Spiner, actor: Bruce A. Young, actor: David Gallagher, actor: Forest Whitaker, actor: Jeffrey DeMunn, actor: John Travolta, actor: Kyra Sedgwick, actor: Michael Milhoan, actor: Richard Kiley, actor: Robert Duvall, actor: Sean O'Bryan, actor: Susan Merson, actor: Tony Genaro, actor: Troy Evans, actor: Vyto Ruginis, director: Jon Turteltaub, director: Phedon Papamichael","{'genres: Science Fiction', 'genres: Fantasy', 'genres: Romance', 'genres: Drama'}",1996-07-05
Snow Dogs,"actor: Angela Moore, actor: Brian Doyle-Murray, actor: Cuba Gooding Jr., actor: Graham Greene, actor: James Coburn, actor: Jim Belushi, actor: M. Emmet Walsh, actor: Nichelle Nichols, actor: Sisqó, composer: John Debney, director: Brian Levant, director: Kevin Fair, director: Thomas E. Ackerman","{'genres: Family', 'genres: Adventure', 'genres: Comedy'}",2002-01-18
Scrooged,"actor: Al 'Red Dog' Weber, actor: Alfre Woodard, actor: Anne Ramsey, actor: Bill Murray, actor: Bobcat Goldthwait, actor: Brian Doyle-Murray, actor: Buddy Hackett, actor: Carol Kane, actor: David Johansen, actor: David Sanborn, actor: Delores Hall, actor: Jamie Farr, actor: Joel Murray, actor: John Forsythe, actor: John Glover, actor: John Houseman, actor: John Murray, actor: Karen Allen, actor: Larry Carlton, actor: Lee Majors, actor: Mabel King, actor: Maria Riva, actor: Mary Ellen Trainor, actor: Mary Lou Retton, actor: Michael J. Pollard, actor: Miles Davis, actor: Nicholas Phillips, actor: Paul Schaffer, actor: Robert Goulet, actor: Robert Hammond, actor: Robert Mitchum, actor: Susan Isaacs, actor: Sydna Scott, actor: Wendie Malick, director: Michael Chapman, director: Richard Donner","{'genres: Fantasy', 'genres: Drama', 'genres: Comedy'}",1988-11-22
Nacho Libre,"actor: Ana de la Reguera, actor: Carlos Maycotte, actor: César Barrón, actor: Darius Rose, actor: Héctor Jiménez, actor: Jack Black, actor: Julio Sandoval, actor: Moisés Arias, actor: Peter Stormare, actor: Rafael Montalvo, actor: Richard Montoya, director: Jared Hess, director: Xavier Grobet, writer: Mike White","{'genres: Family', 'genres: Comedy'}",2006-06-16
Bridesmaids,"actor: Brennan Crewe, actor: Brian Petsos, actor: Carnie Wilson, actor: Chris O'Dowd, actor: Chynna Philips, actor: Dana Powell, actor: Elaine Kao, actor: Ellie Kemper, actor: Greg Tuculescu, actor: Jessica St. Clair, actor: Jill Clayburgh, actor: Joe Nunez, actor: Jon Hamm, actor: Kali Hawk, actor: Kristen Wiig, actor: Matt Lucas, actor: Maya Rudolph, actor: Melissa McCarthy, actor: Mia Rose Frampton, actor: Michael Hitchcock, actor: Mitch Silpa, actor: Rebel Wilson, actor: Rose Byrne, actor: Terry Crews, actor: Tom Yi, actor: Wendi McLendon-Covey, actor: Wendy Wilson, composer: Michael Andrews, director: Paul Feig, director: Robert D. Yeoman","{'genres: Romance', 'genres: Comedy'}",2011-04-28
This Is the End,"actor: A.J. McLean, actor: Aziz Ansari, actor: Brian Huskey, actor: Brian Littrell, actor: Channing Tatum, actor: Christopher Mintz-Plasse, actor: Craig Robinson, actor: Danny McBride, actor: David Krumholtz, actor: Douglas M. Griffin, actor: Emma Watson, actor: Howie Dorough, actor: James Franco, actor: Jason Segel, actor: Jay Baruchel, actor: Jonah Hill, actor: Kevin Hart, actor: Kevin Richardson, actor: Lo Graham, actor: Martin Starr, actor: Michael Cera, actor: Mindy Kaling, actor: Nick Carter, actor: Paul Rudd, actor: Rihanna, actor: Seth Rogen, actor: Steffie Grote, composer: Henry Jackman, director: Brandon Trost, director: Evan Goldberg, director: Seth Rogen","{'genres: Action', 'genres: Comedy'}",2013-06-12
Stigmata,"actor: Ann Cusack, actor: Dick Latessa, actor: Enrico Colantoni, actor: Gabriel Byrne, actor: Jonathan Pryce, actor: Lydia Hazan, actor: Nia Long, actor: Patricia Arquette, actor: Patrick Muldoon, actor: Portia de Rossi, actor: Rade Serbedzija, actor: Shaun Duke, actor: Shaun Toub, actor: Thomas Kopache, actor: Tom Hodges, composer: Billy Corgan, composer: Elia Cmiral, director: Jeffrey L. Kimball, director: Rupert Wainwright",{'genres: Horror'},1999-09-10
Men of Honor,"actor: Aunjanue Ellis, actor: Charlize Theron, actor: Cuba Gooding Jr., actor: David Keith, actor: Glynn Turman, actor: Hal Holbrook, actor: Henry Harris, actor: Michael Rapaport, actor: Powers Boothe, actor: Robert De Niro, actor: Tyler Posey, director: Anthony B. Richmond, director: George Tillman, Jr.",{'genres: Drama'},2000-09-13
Takers,"actor: Chris Brown, actor: Gaius Charles, actor: Gideon Emery, actor: Glynn Turman, actor: Hayden Christensen, actor: Idris Elba, actor: Jay Hernandez, actor: Johnathon Schaech, actor: Marianne Jean-Baptiste, actor: Matt Dillon, actor: Michael Ealy, actor: Nancy Young, actor: Paul Walker, actor: Steve Harris, actor: T.I., actor: Trevor Donovan, actor: Zoe Saldana, actor: Zulay Henao, director: John Luessenhop, writer: Avery Duff, writer: Gabriel Casseus, writer: John Luessenhop, writer: Peter Allen","{'genres: Thriller', 'genres: Crime', 'genres: Action', 'genres: Drama'}",2010-08-26
The Big Wedding,"actor: Amanda Seyfried, actor: Ana Ayora, actor: Ben Barnes, actor: Christa Campbell, actor: Christine Ebersole, actor: David Rasche, actor: Diane Keaton, actor: Doug Torres, actor: Edmund Lyndeck, actor: Ian Blackman, actor: John V. Barbieri, actor: Joshua Nelson, actor: Katherine Heigl, actor: Kyle Bornheimer, actor: Marvina Vinique, actor: Megan Ketch, actor: Patricia Rae, actor: Quincy Dunn-Baker, actor: Robert De Niro, actor: Robin Williams, actor: Shana Dowdeswell, actor: Susan Sarandon, actor: Sylvia Kauders, actor: Topher Grace, composer: Nathan Barr, director: Justin Zackham, writer: Justin Zackham",{'genres: Comedy'},2013-04-25
"Big Mommas: Like Father, Like Son","actor: Alphonse A. Lambert Jr., actor: Ana Ortiz, actor: Angel Jackson, actor: Brandon Gill, actor: Brandon T. Jackson, actor: Brian Lafontaine, actor: Brianne Gould, actor: C.J. Perry, actor: Carmen Matheny, actor: Chantal Maurice, actor: Chenique Charmaine, actor: Christiani Pitts, actor: Cody Rowlett, actor: Curtis Gammage, actor: Dawntavia Bullard, actor: Deonna Young, actor: Eddie Rattanasouk, actor: Eli Jones, actor: Emily Rios, actor: Faizon Love, actor: G. Christopher Carson, actor: Greg Perrow, actor: Henri Lubatti, actor: Jasmine Burke, actor: Jazmia Battle, actor: Jessica Lucas, actor: Joel Harold, actor: Jon Gould, actor: Joshua Tanksley, actor: Juliet Kim, actor: Justin Price, actor: Katherine Neslund, actor: Kayla Perkins, actor: Keith Allen Hayes, actor: Ken Jeong, actor: Ken Melde, actor: Lexi Noel, actor: Lily Chambers, actor: Lisa Marie Thomas, actor: Lorenzo Pisoni, actor: Marc John Jefferies, actor: Mari Morrow, actor: Martin Lawrence, actor: Matthew L. Collins, actor: Max Casella, actor: Michael L. Covington, actor: Michelle Ang, actor: Niki Edwards, actor: Nilsa Castro, actor: Orlando Vargas Diaz, actor: Portia Doubleday, actor: Rachelle Neal, actor: Ramsey Luke, actor: Rhett Lindsey, actor: Rodney Edwards, actor: Sarah Reagin, actor: Shaun Clay, actor: Shawn Knowles, actor: Sherri Shepherd, actor: Steve Warren, actor: Susan Griffiths, actor: Susan Walters, actor: Susie Spear Purcell, actor: Thina Lowe, actor: Tiffany Cosey, actor: Tony Curran, actor: Zack Mines, composer: David Newman, director: Anthony B. Richmond, director: John Whitesell, director: William Paul Clark","{'genres: Crime', 'genres: Action', 'genres: Comedy'}",2011-02-16
Source Code,"actor: Albert Kwan, actor: Anne Day-Jones, actor: Brent Skagford, actor: Cas Anvar, actor: Clarice Byrne, actor: Craig Thomas, actor: Gordon Masten, actor: Jake Gyllenhaal, actor: James A. Woods, actor: Jasson Finney, actor: Jeffrey Wright, actor: Joe Cobden, actor: Joti Nagra, actor: Kyle Allatt, actor: Kyle Gatehouse, actor: Lincoln Ward, actor: Matt Holland, actor: Michael Arden, actor: Michelle Monaghan, actor: Paula Jean Hixson, actor: Russell Peters, actor: Susan Bain, actor: Tom Tammi, actor: Vera Farmiga, composer: Chris Bacon, director: Don Burgess, director: Duncan Jones, writer: Ben Ripley","{'genres: Thriller', 'genres: Science Fiction', 'genres: Mystery'}",2011-03-30
Alive,"actor: Aurelio Dinunzio, actor: Bruce Ramsay, actor: Chad Willett, actor: Christian J. Meoli, actor: Danny Nucci, actor: David Cubitt, actor: David Kriegel, actor: Diana Barrington, actor: Ele Keats, actor: Ethan Hawke, actor: Fiona Roeske, actor: Frank Pellegrino, actor: Gian DiDonna, actor: Gordon Currie, actor: Illeana Douglas, actor: Jack Noseworthy, actor: Jake Carpenter, actor: Jan D'Arcy, actor: Jason Gaffney, actor: Jerry Wasserman, actor: John Cassini, actor: John Malkovich, actor: John Newton, actor: Josh Hamilton, actor: Josh Lucas, actor: José Zúñiga, actor: Kevin Breznahan, actor: Michael DeLorenzo, actor: Michael Sicoly, actor: Michael Tayles, actor: Michael Woolson, actor: Nuno Antunes, actor: Pat Romano, actor: Richard Ian Cox, actor: Sam Behrens, actor: Seth Arnett, actor: Silvio Pollio, actor: Steven Shayler, actor: Tony Morelli, actor: Vincent Spano, composer: James Newton Howard, director: Frank Marshall, director: Peter James","{'genres: Thriller', 'genres: Adventure', 'genres: Action', 'genres: Drama'}",1993-01-15
The Number 23,"actor: Corey Stoll, actor: Danny Huston, actor: David Stifel, actor: Ed Lauter, actor: Jim Carrey, actor: Lesli Margherita, actor: Logan Lerman, actor: Lynn Collins, actor: Mark Pellegrino, actor: Michelle Arthur, actor: Patricia Belcher, actor: Paul Butcher, actor: Rhona Mitra, actor: Shakti Shannon, actor: Tara Karsian, actor: Troy Kotsur, actor: Virginia Madsen, composer: Harry Gregson-Williams, director: Joel Schumacher, director: Matthew Libatique","{'genres: Thriller', 'genres: Mystery', 'genres: Drama'}",2007-02-23
